0,0
1,0.037025
2,0.067238
3,0.092725
4,0.10952
5,0.11831
6,0.12121
7,0.1199
8,0.11624
9,0.11131
10,0.10584
11,0.099873
12,0.093977
13,0.08865
14,0.083477
15,0.078679
16,0.074172
17,0.070058
18,0.066487
19,0.063185
20,0.059931
21,0.05684
22,0.054233
23,0.051947
24,0.049621
25,0.047416
26,0.045501
27,0.043606
28,0.04187
29,0.040438
30,0.038981
31,0.037612
32,0.036494
33,0.035336
34,0.034152
35,0.033087
36,0.032002
37,0.031079
38,0.030232
39,0.029529
40,0.028696
41,0.028002
42,0.02715
43,0.026186
44,0.02565
45,0.025184
46,0.024513
47,0.023937
48,0.023642
49,0.023181
50,0.022686
51,0.022153
52,0.021586
53,0.021103
54,0.020761
55,0.020435
56,0.020028
57,0.019672
58,0.019255
59,0.018958
60,0.018683
61,0.018428
62,0.01796
63,0.017606
64,0.017558
65,0.017273
66,0.017073
67,0.016751
68,0.016374
69,0.016115
70,0.015962
71,0.015908
72,0.015779
73,0.015404
74,0.015272
75,0.014993
76,0.01477
77,0.014542
78,0.014383
79,0.014339
80,0.014242
81,0.014145
82,0.013952
83,0.013683
84,0.0135
85,0.013367
86,0.013228
87,0.013125
88,0.013019
89,0.012861
90,0.012608
91,0.012482
92,0.012282
93,0.012213
94,0.012034
95,0.012024
96,0.012021
97,0.011794
98,0.011789
99,0.011596
100,0.011362
101,0.011164
102,0.011119
103,0.010876
104,0.010858
105,0.010716
106,0.010619
107,0.010597
108,0.0105
109,0.010409
110,0.010402
111,0.010317
112,0.010254
113,0.010096
114,0.010078
115,0.0099507
116,0.0097804
117,0.0097211
118,0.0096302
119,0.0096084
120,0.0094818
121,0.0094579
122,0.0093696
123,0.0093337
124,0.0093139
125,0.0091981
126,0.0091172
127,0.0090268
128,0.0088754
129,0.0088324
130,0.0088122
131,0.0088151
132,0.0087549
133,0.0087687
134,0.0087506
135,0.0086858
136,0.0085276
137,0.0084735
138,0.0083417
139,0.0083795
140,0.0083243
141,0.0083254
142,0.0082275
143,0.008135
144,0.0081806
145,0.008061
146,0.0079862
147,0.0078797
148,0.0077444
149,0.0077348
150,0.0077083
151,0.0076671
152,0.0076125
153,0.007573
154,0.0075811
155,0.0076202
156,0.0076002
157,0.0075814
158,0.0075349
159,0.0074081
160,0.0073678
161,0.0072378
162,0.0072252
163,0.0072669
164,0.0071822
165,0.0072707
166,0.0071756
167,0.0071816
168,0.0070784
169,0.007013
170,0.0070585
171,0.0070118
172,0.0070173
173,0.0069234
174,0.0069547
175,0.0069783
176,0.0069524
177,0.0068505
178,0.0067349
179,0.0066094
180,0.0066487
181,0.0066256
182,0.0065317
183,0.0064199
184,0.0064304
185,0.006363
186,0.0064305
187,0.0064249
188,0.0064007
189,0.0063058
190,0.0063551
191,0.0063888
192,0.0063981
193,0.0064184
194,0.0063036
195,0.0062135
196,0.0062157
197,0.0062058
198,0.0061726
199,0.0061072
200,0.0060375
201,0.0060955
202,0.0059761
203,0.0059905
204,0.0059225
205,0.0058904
206,0.0058803
207,0.0057367
208,0.0057549
209,0.0057432
210,0.0058198
211,0.0057577
212,0.0057161
213,0.0057416
214,0.005747
215,0.005733
216,0.0057451
217,0.0056913
218,0.0055805
219,0.0056572
220,0.005583
221,0.0054242
222,0.0054412
223,0.0054192
224,0.0053921
225,0.0053704
226,0.0053887
227,0.0053151
228,0.0052918
229,0.0053392
230,0.0053587
231,0.0052926
232,0.0052453
233,0.0052707
234,0.00522
235,0.0052515
236,0.0051942
237,0.0051723
238,0.0051634
239,0.0050906
240,0.0049797
241,0.0049159
242,0.0050497
243,0.0050364
244,0.005103
245,0.0050569
246,0.0050088
247,0.0049363
248,0.0049137
249,0.0049579
250,0.0049559
251,0.0048863
252,0.0048698
253,0.0048988
254,0.004783
255,0.0047916
256,0.0047793
257,0.0047667
258,0.0047665
259,0.0047342
260,0.0046866
261,0.0046282
262,0.0046162
263,0.004626
264,0.0045419
265,0.0045564
266,0.0045112
267,0.0045916
268,0.0046195
269,0.0046022
270,0.004517
271,0.0044163
272,0.0044278
273,0.0044861
274,0.0044505
275,0.0044536
276,0.0043977
277,0.0043934
278,0.0043769
279,0.0042707
280,0.0042855
281,0.0042515
282,0.0043223
283,0.0042315
284,0.0041461
285,0.0041528
286,0.0041849
287,0.0040929
288,0.0041043
289,0.0040875
290,0.0041576
291,0.004148
292,0.0040528
293,0.0040607
294,0.0039975
295,0.0040337
296,0.0039662
297,0.0039332
298,0.0039449
299,0.0038167
300,0.0038721
301,0.0038766
302,0.0038196
303,0.0038363
304,0.0037696
305,0.0037586
306,0.0037375
307,0.0037164
308,0.003697
309,0.0037602
310,0.0037983
311,0.0037828
312,0.0037538
313,0.0037638
314,0.0037954
315,0.0038411
316,0.0037795
317,0.0037918
318,0.0037989
319,0.0038144
320,0.0037938
321,0.003775
322,0.0036629
323,0.0036239
324,0.003563
325,0.0036452
326,0.0035805
327,0.0034684
328,0.0035487
329,0.0036853
330,0.0036054
331,0.0035629
332,0.0035089
333,0.0035145
334,0.0036244
335,0.0035015
336,0.0035468
337,0.0036121
338,0.0035835
339,0.0035162
340,0.0033997
341,0.0034856
342,0.0035015
343,0.0034472
344,0.0034057
345,0.0034177
346,0.0033421
347,0.0033409
348,0.003442
349,0.0033258
350,0.0033535
351,0.0032912
352,0.0032788
353,0.0033465
354,0.0032972
355,0.0033006
356,0.0032552
357,0.0032843
358,0.0032799
359,0.0031858
360,0.0032259
361,0.0031955
362,0.0032693
363,0.0032443
364,0.0031891
365,0.0031732
366,0.0032005
367,0.0031399
368,0.0031454
369,0.0031213
370,0.0030909
371,0.003156
372,0.003158
373,0.0031744
374,0.0031839
375,0.0030314
376,0.0030788
377,0.003112
378,0.0031298
379,0.0031085
380,0.0031151
381,0.0030757
382,0.0030667
383,0.0029826
384,0.0029997
385,0.0030595
386,0.0029768
387,0.0029728
388,0.0030217
389,0.0029578
390,0.0029459
391,0.0028898
392,0.002911
393,0.0029126
394,0.0028846
395,0.0028772
396,0.0029252
397,0.0028999
398,0.0029143
399,0.0028628
400,0.0028913
401,0.0029409
402,0.0029103
403,0.0028807
404,0.0028527
405,0.0028843
406,0.0028862
407,0.0028431
408,0.0028181
409,0.0028687
410,0.0028406
411,0.0028637
412,0.0028916
413,0.0028199
414,0.0027611
415,0.002749
416,0.0027872
417,0.0027744
418,0.0028278
419,0.0027122
420,0.002705
421,0.0026903
422,0.0027363
423,0.002657
424,0.0026048
425,0.0026168
426,0.0025365
427,0.0025189
428,0.0026146
429,0.0026704
430,0.0025284
431,0.0026402
432,0.002629
433,0.0025998
434,0.0026312
435,0.0025411
436,0.0025538
437,0.0025502
438,0.0024801
439,0.0024922
440,0.0025084
441,0.0024338
442,0.0024574
443,0.0024022
444,0.0023632
445,0.0023542
446,0.0023686
447,0.0024126
448,0.0023789
449,0.0023666
